ID	Name	Genes	Subsystem
2.1.1.131-RXN	precorrin-3B (C17)-methyltransferase	TD01GL001472	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)
XMPXAN-RXN	XMP phosphohydrolase;XMP 5'-nucleotidase	TD01GL000254	inosine 5'-phosphate degradation;adenosine nucleotides degradation I
RXN-17272	phthiodiolenone synthase	TD01GL002476	
R147-RXN	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming);acireductone dioxygenase [iron(II)-requiring]	TD01GL003305	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I
THIAZOLSYN2-RXN	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase;thiazole synthase	TD01GL003670	thiazole biosynthesis I (facultative anaerobic bacteria);thiazole biosynthesis II (aerobic bacteria)
RXN-18330	(R)-lipoate reductase	TD01GL001060	
RXN0-3921	gamma-glutamylputrescine oxidase	TD01GL003380	putrescine degradation II
RXN-10655	3-oxo-cis-Delta7-tetradecenoyl-[acp] reductase	TD01GL002267	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
RXNQT-4174	methylthioalkylmalate dehydrogenase	TD01GL001629	
RXN-16937	flavin prenyltransferase;FMN prenyltransferase	TD01GL001554	prenylated FMNH2 biosynthesis
2.7.1.157-RXN	N-acetyl-D-galactosamine 1-kinase	TD01GL002917	
RXN-14461	flavin transferase	TD01GL003774	
R102-RXN	diaminobutanoate acetyltransferase	TD01GL001859	ectoine biosynthesis
RXN0-279	cysteine sulfinate desulfinase	TD01GL001339	
RXN-15881	L-cysteine desulfurase	TD01GL000663	[2Fe-2S] iron-sulfur cluster biosynthesis
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	4-hydroxy-2-ketopimelate aldolase	TD01GL002088	4-hydroxyphenylacetate degradation
R170-RXN	NADH cupric reductase	TD01GL001223	
AMINOBUTDEHYDROG-RXN	4-aminobutyraldehyde dehydrogenase;gamma-aminobutyraldehyde dehydrogenase;4-trimethylaminobutyraldehyde dehydrogenase	TD01GL003288;TD01GL003388	putrescine degradation IV;putrescine degradation V;putrescine degradation I
RXN-6902	gamma aminobutyrate transaminase;gamma-aminobutyrate transaminase (pyruvate dependent)	TD01GL000876	4-aminobutanoate degradation IV;L-glutamate degradation IV
RXN-19185	levulinate-CoA ligase	TD01GL000570	4-oxopentanoate degradation
RXN0-5055	acetyl-CoA carboxylase;biotin carboxylase;acetyl/propionyl-coa carboxylase alpha chain;acetyl-CoA carboxyltransferase;acetyl CoA carboxytransferase;acetyl-CoA carboxytransferase	TD01GL000539;TD01GL001636	fatty acid biosynthesis initiation (bacteria and plants);biotin-carboxyl carrier protein assembly;candicidin biosynthesis;glyoxylate assimilation;3-hydroxypropanoate cycle;3-hydroxypropanoate/4-hydroxybutanate cycle
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	3-hydroxyacyl-[acp] dehydratase;(R)3-hydroxyacyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-Delta2-enoyl-[acyl-carrier-protein]-forming);(3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase;(3R)-3-hydroxyacyl-[acyl-carrier-protein] dehydratase;(3R)-3-hydroxyacyl-[acp] dehydratase	TD01GL000534;TD01GL000148	fatty acid elongation -- saturated
RXN-9660	decanoyl-[acyl-carrier-protein] reductase;decanoyl-[acp] reductase	TD01GL002067	palmitate biosynthesis II (bacteria and plant cytoplasm)
SULFITE-REDUCTASE-FERREDOXIN-RXN	assimilatory sulfite reductase (ferredoxin);octaheme sulfite reductase;hydrogen sulfide:ferredoxin oxidoreductase;dissimilatory sulfite reductase	TD01GL001837	assimilatory sulfate reduction II
R125-RXN	(S)-5-amino-3-oxohexanoate cleavage enzyme	TD01GL002428	L-lysine fermentation to acetate and butanoate
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	4-hydroxyphenylpyruvate dioxygenase	TD01GL003564	plastoquinol-9 biosynthesis I;vitamin E biosynthesis (tocopherols);L-tyrosine degradation I
RXN-19194	pentanoate-CoA ligase	TD01GL000570	
METHYLITACONATE-DELTA-ISOMERASE-RXN	3-methylitaconate Delta-isomerase	TD01GL001251	nicotinate degradation III
3.4.11.1-RXN	barley leucine aminopeptidase;acidic-leucine aminopeptidase;neutral leucine aminopeptidase;acidic leucine aminopeptidase;cytosolic leucyl aminopeptidase	TD01GL000591	
RXN0-2145	cis-Delta5-dodecenoyl-[acp]:NAD+ oxidoreductase	TD01GL002067	(5Z)-dodecenoate biosynthesis II;(5Z)-dodecenoate biosynthesis I
RXN-9788	adenylate:persulfide transferase;carboxy-adenylated-[ThiS sulfur-carrier-protein] sulfurtransferase	TD01GL001192	thiazole biosynthesis I (facultative anaerobic bacteria)
RXN-9657	crotonyl-[acyl-carrier-protein] reductase (NADH);crotonyl-[acp] reductase	TD01GL002067	palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN-9590	phosphate acyltransferase	TD01GL002269	CDP-diacylglycerol biosynthesis III
1.11.1.15-RXN	lipid hydroperoxide peroxidase;Peroxiredoxin-1;peroxiredoxin;thiol peroxidase;thioredoxin-dependent peroxiredoxin	TD01GL001016;TD01GL003088;TD01GL000909	
RXN-9516	beta-ketohexanoyl-[acp] synthase;butyryl-[acp]:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating);3-oxo-hexanoyl-[acp] synthase	TD01GL000147	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast);palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN-7719	dihydrolipoamide dehydrogenase;dihydrolipoyl dehydrogenase;lipoamide acyltransferase N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase	TD01GL001060;TD01GL000554	2-oxoisovalerate decarboxylation to isobutanoyl-CoA
RXN0-1281	tRNA-dihydrouridine16 synthase;tRNA-dihydrouridine synthase	TD01GL002045;TD01GL001046;TD01GL000743	
RXN-11480	3-oxo-pimeloyl-[acp] methyl ester reductase	TD01GL002267	8-amino-7-oxononanoate biosynthesis I
RXN-11027	decaprenyl diphosphate phosphatase	TD01GL003775	mono-trans, poly-cis decaprenyl phosphate biosynthesis
RXN0-7352	GMP nucleosidase	TD01GL001920	
RXN-16616	(5Z)-3-oxo-tetradec-5-enoyl-[acyl-carrier-protein] reductase	TD01GL002055	oleate biosynthesis IV (anaerobic)
RXN0-748	GDP reductase;2'-deoxyguanosine 5'-diphosphate:oxidized NrdH glutaredoxin-like protein oxidoreductase	TD01GL002250	guanosine deoxyribonucleotides de novo biosynthesis II
RXN0-7160	peptidyl-lysine N-acetyltransferase	TD01GL001497;TD01GL001829	
RXN0-2141	(5Z)-3-oxo-dodec-5-enoyl-[acp] synthase;beta-keto-cis-Delta5-dodecenoyl-[acp] synthase	TD01GL000147	(5Z)-dodecenoate biosynthesis II;(5Z)-dodecenoate biosynthesis I
RXN0-7298	isopentenol kinase	TD01GL000221	prenylated FMNH2 biosynthesis
RXN-9556	3-oxo-cis-vaccenoyl-[acp] reductase	TD01GL002267	cis-vaccenate biosynthesis
1.8.4.14-RXN	methionine-(R)-sulfoxide reductase;methionine sulfoxide reductase	TD01GL001130;TD01GL002558;TD01GL001660	
RXN-17823	methylphosphotriester-DNA-protein-cysteine S methyltransferase	TD01GL001523	
RXN-17363	apolipoprotein N-acyltransferase	TD01GL001172	lipoprotein posttranslational modification
PROPIONATE--COA-LIGASE-RXN	propionyl-CoA synthetase;propanoate:CoA ligase (AMP-forming);propionate-CoA ligase	TD01GL001777	2-methylcitrate cycle II;L-isoleucine biosynthesis IV;2-methylcitrate cycle I;beta-alanine biosynthesis II
RXN-17224	C31-phthiodiolenone synthase	TD01GL002476	
RXN-2205	2-oxo-5-methylthiopentanoate aminotransferase	TD01GL000590	L-homomethionine biosynthesis
RXN0-7081	5-aminomethyl-2-thiouridine synthase	TD01GL000762	tRNA-uridine 2-thiolation and selenation (bacteria)
RXN0-7227	(S)-2-hydroxybutanoate dehydrogenase	TD01GL000070;TD01GL001814	
PROTEIN-KINASE-RXN	serine/threonine protein kinase	TD01GL002666;TD01GL002051	
RXN-16630	(11Z)-3-oxo-icos-11-enoyl-[acp] reductase	TD01GL002055	gondoate biosynthesis (anaerobic)
RXN-8893	clavulanate dehydrogenase	TD01GL000893	clavulanate biosynthesis
BIOTINLIG-RXN	biotin--[acetyl-CoA carboxylase] synthetase;biotin-[acetyl-CoA-carboxylase] ligase	TD01GL000171	biotin-carboxyl carrier protein assembly
4.2.1.61-RXN	3-hydroxypalmitoyl-[acp] dehydratase;(3R)-3-hydroxypalmitoyl-[acyl-carrier protein] dehydratase	TD01GL000534	palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN-15784	ketoacyl synthase	TD01GL002477	prodigiosin biosynthesis
RXN0-7114	tRNA m6t6A37 methyltransferase	TD01GL003067	
RXN-9531	3-oxo-dodecanoyl-[acp] synthase;beta-ketododecanoyl-[acp] synthase;decanoyl-[acp]:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating)	TD01GL000147	palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN-13260	fatty-acyl-[acp] elongase/decarboxylase	TD01GL001163	terminal olefins biosynthesis II
RXN-11836	23S rRNA pseudouridine2605 synthase	TD01GL003094	
RXN-8668	protein-methionine-S-oxide reductase	TD01GL001864;TD01GL002820	
RXN-5741	octanoul-ACP synthetase	TD01GL000828	
LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN	long-chain-acyl-CoA dehydrogenase	TD01GL001317	
RXN-10659	3-oxo-cis-Delta9-hexadecenoyl-[acp] reductase	TD01GL002267	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
RXN0-7066	carboxy-S-adenosyl-L-methionine synthase	TD01GL002405	5-(methoxycarbonylmethoxy)uridine biosynthesis
HOLO-ACP-SYNTH-RXN	CoA:apo-[acyl-carrier protein]-pantetheinephosphotransferase;holo-[acyl-carrier-protein] synthase;holo-[acyl carrier protein] synthase;4'-phosphopantetheinyl transferase	TD01GL002224	acyl carrier protein activation;acyl carrier protein metabolism
RXN-11845	23S rRNA 2'-O-ribose U2552 methyltransferase	TD01GL000354	
RXN0-1133	dihydrolipoamide acetyltransferase;dihydrolipoyllysine-residue acetyltransferase;lipoate acetyltransferase	TD01GL003062;TD01GL001380	pyruvate decarboxylation to acetyl CoA
1.2.1.2-RXN	NAD-dependent formate dehydrogenase;NAD+-dependent formate dehydrogenase	TD01GL000419;TD01GL000420	oxalate degradation VI;oxalate degradation III;formate oxidation to CO2;purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic)
RXN-9550	palmitoleoyl-[acp] thioesterase	TD01GL002597	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate);palmitoleate biosynthesis II (plants and bacteria)
RXN-9527	beta-ketodecanoyl-[acp] synthase;octanoyl-[acp]:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating);3-oxodecanoyl-[acp] synthase	TD01GL000147	palmitate biosynthesis II (bacteria and plant cytoplasm)
1.1.1.136-RXN	UDP-N-acetylglucosamine 6-dehydrogenase;UDP-N-acetyl-alpha-D-glucosamine 6-dehydrogenase	TD01GL002513	UDP-N-acetyl-alpha-D-galactosaminuronate biosynthesis;UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate biosynthesis
RXN-10656	3-hydroxy cis Delta7-tetradecenoyl-[acp] dehydratase	TD01GL000534	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
RXN-16664	L,D-carboxypeptidase	TD01GL000899	peptidoglycan maturation (meso-diaminopimelate containing)
PALMITOTRANS-RXN	palmitoleoyl acyltransferase	TD01GL002921	superpathway of (Kdo)2-lipid A biosynthesis
GSADENYLATION-RXN	glutamine synthetase adenylyltransferase	TD01GL003136	
ACYLGPEACYLTRANS-RXN	2-acylglycerophosphoethanolamine acyltransferase	TD01GL000828	
3-OXOACYL-ACP-REDUCT-RXN	3-oxoacyl-[ACP] reductase;NADPH-dependent beta-ketoacyl reductase;3-oxoacyl-[acyl-carrier-protein] reductase;(3R)-3-hydroxyacyl-[acyl-carrier protein]:NADP+ oxidoreductase	TD01GL002267	fatty acid elongation -- saturated
RXN-9661	dodecanoyl-[acp] reductase;dodeconyl-[acp] reductase;dodecanoyl-[acyl-carrier-protein] reductase	TD01GL002067	palmitate biosynthesis II (bacteria and plant cytoplasm)
2.1.1.63-RXN	O6-alkylguanine-DNA-alkyltransferase;O-6-methylguanine-DNA methyltransferase	TD01GL001523	
RXN-13449	short-chain acyl-CoA dehydrogenase	TD01GL002195	
RXN-10903	beta-etherase	TD01GL003028	guaiacylglycerol-beta-guaiacyl ether degradation
RXN0-6731	16S rRNA m2G1516 methyltransferase	TD01GL003059	
RXN-8348	molybdopterin molybdotransferase	TD01GL002102;TD01GL003338;TD01GL003325	molybdenum cofactor biosynthesis
RXN-9523	3-oxo-octanoyl-[acp] synthase;hexanoyl-[acp]:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating);beta-ketooctanoyl-[acp] synthase	TD01GL000147	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast);palmitate biosynthesis II (bacteria and plant cytoplasm)
1.18.1.2-RXN	ferredoxin-NADP+ oxidoreductase;ferredoxinmdashNADP+ reductase;ferredoxin-NADP oxidoreductase;ferredoxin-NADP+ reductase	TD01GL003656	photosynthesis light reactions
RXN-7790	2-oxobutanoate dehydrogenase	TD01GL001060	L-threonine degradation V;2-oxobutanoate degradation I
6.3.5.6-RXN	glutamyl-tRNAGln amidotransferase;anspartyl-tRNA(Asn) amidotransferase	TD01GL002357;TD01GL002358	
RXN0-6563	4-hydroxy-L-threonine aldolase	TD01GL000854	
TAGAALDOL-RXN	tagatose-1,6-bisphosphate aldolase;D-tagatose-1,6-diphosphate aldolase;D-tagatose-1,6-bisphosphate aldolase	TD01GL000048	galactitol degradation;lactose and galactose degradation I;N-acetyl-D-galactosamine degradation;D-galactosamine and N-acetyl-D-galactosamine degradation
RXN-20897	deoxyribodipyrimidine photolyase	TD01GL000156	
RXN-20429	3'-phosphodiesterase	TD01GL002240	
RXN0-7192	biotin-ATP ligase	TD01GL000171	
RXN-9789	[sulfur-carrier protein ThiS] adenylyltransferase;ThiS adenylyltransferase	TD01GL001192	thiazole biosynthesis I (facultative anaerobic bacteria);thiazole biosynthesis II (aerobic bacteria)
RXN-9658	hexanoyl-[acp] reductase;hexanoyl-[acyl-carrier-protein] reductase	TD01GL002067	palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN-7744	beta-methyl-D-malate hydro-lyase (2-methylmaleate-forming)	TD01GL001628	L-isoleucine biosynthesis II
RXN-19922	S-adenosyl-L-methionine:glutathione methyltransferase	TD01GL003319;TD01GL000121	
RXN-20410	apurinic/apyrimidinic endonuclease	TD01GL002240	
RXN0-5422	glutamyl-Q tRNA(Asp) synthetase	TD01GL000378	
RXN-19949	thiol-disulfide exchange	TD01GL002041	
ENOYL-ACP-REDUCT-NADH-RXN	enoyl-[acyl-carrier-protein] reductase (NADH);2,3,4-saturated fatty acyl-[acp]:NAD+ oxidoreductase;2,3,4-saturated-fatty-acid-[acp] reductase	TD01GL002067	fatty acid elongation -- saturated
RXN-15829	ubiquinol--cytochrome-c reductase	TD01GL002318;TD01GL002320;TD01GL002319	Fe(II) oxidation
RXN0-947	LIPoyl ligase 2;octanoyl transferase	TD01GL001569	lipoate biosynthesis and incorporation I
RXN0-2142	3-oxo-cis-Delta5-dodecenoyl-[acp] reductase	TD01GL002267	(5Z)-dodecenoate biosynthesis II;(5Z)-dodecenoate biosynthesis I
2.7.13.1-RXN	protein-histidine pros kinase;protein-histidine pros-kinase	TD01GL003125;TD01GL001431;TD01GL003482	
RXN-14959	lipoyl synthase	TD01GL001570	lipoate biosynthesis and incorporation IV (yeast)
RXN-9557	3-hydroxy cis vaccenoyl-[acp] dehydratase	TD01GL000534	cis-vaccenate biosynthesis
RXN-9535	a dodecanoyl-[acp]:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating);3-oxo-meristoyl-[acp] synthase;beta-ketomeristoyl-[acp] synthase	TD01GL000147	palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN-9514	acetoacetyl-[acp] reductase;acetoacyl-[acp] reductase;acetoacetyl-[acyl-carrier-protein]:NADPH+ oxidoreductase;acetoacetyl-[acyl-carrier protein] reductase	TD01GL002267	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast);myristate biosynthesis (mitochondria);palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN-17824	O-4-methylthymine-DNA methyltransferase;O4-methylthymine-DNA methyltransferase	TD01GL001523	
RXN-11478	enoylglutaryl-[acp] methyl ester reductase	TD01GL002067	8-amino-7-oxononanoate biosynthesis I
RXN-11210	3-ureido-isobutyrate amidohydrolase;3-amino-isobutyrate synthase;beta-ureidopropionase	TD01GL003344	thymine degradation
RXN-14131	myristoyl-CoA dehydrogenase	TD01GL001317	(8E,10E)-dodeca-8,10-dienol biosynthesis
RXN-15041	D-aminoacyl-tRNA deacylase	TD01GL003688	
3.1.1.23-RXN	1-monoacylglycerol acylhydrolase;monoacylglycerol lipase;Monoglyceride lipase	TD01GL001818	
ERYTHRULOSE-REDUCTASE-RXN	D-threitol dehydrogenase	TD01GL002084	D-threitol degradation
RXN-19818	histidine racemase	TD01GL002444	staphylopine biosynthesis
RXN-18396	N2-acetyl-L-2,4-diaminobutanoate deacetylase	TD01GL002974	ectoine degradation
R4-RXN	alkyl hydroperoxide reductase	TD01GL001193;TD01GL001194	
RXN-11193	D-amino acid dehydrogenase;D-amino-acid:quinone oxidoreductase (deaminating)	TD01GL003398	
NADH-DEHYDROG-A-RXN	NADH dehydrogenase;NADH-ubiquinone oxidoreductase;proton-translocating NADH-quinone oxidoreductase;NADH:ubiquinone oxidoreductase (H+-transporting)	TD01GL002642;TD01GL000065	Fe(II) oxidation;aerobic respiration I (cytochrome c);aerobic respiration III (alternative oxidase pathway);NADH to cytochrome bo oxidase electron transfer I;NADH to cytochrome bd oxidase electron transfer I;NAD/NADH phosphorylation and dephosphorylation
2.8.3.9-RXN	butyryl-CoA:acetoacetate CoA-transferase;butyrate-acetoacetate CoA-transferase	TD01GL000277	pyruvate fermentation to acetone;L-lysine fermentation to acetate and butanoate
RXN-15006	[LysW]-L-glutamate 5-phosphate reductase	TD01GL003795	L-arginine biosynthesis IV (archaebacteria)
RXN0-5101	N-ethylmaleimide reductase	TD01GL003383	
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	crotonyl-CoA hydratase	TD01GL003540	ethylmalonyl-CoA pathway;acetyl-CoA fermentation to butanoate II
2.8.1.6-RXN	biotin synthase	TD01GL000627	biotin biosynthesis from 8-amino-7-oxononanoate II;biotin biosynthesis from 8-amino-7-oxononanoate I
RXN-11633	16S rRNA m62A1518,m62A1519 dimethyltransferase	TD01GL002913	
RXN-12104	epoxyqueuosine reductase	TD01GL002382	queuosine biosynthesis III (queuosine salvage);queuosine biosynthesis I (de novo)
25-DIOXOVALERATE-DEHYDROGENASE-RXN	alpha-ketoglutarate semialdehyde dehydrogenase;2,5-dioxovalerate dehydrogenase;2,5-dioxopentanoate dehydrogenase;alpha-ketoglutaric semialdehyde dehydrogenase	TD01GL000866	D-xylose degradation III;D-xylose degradation V;D-galactarate degradation II;D-glucarate degradation II;D-glucuronate degradation II;D-galacturonate degradation II;D-arabinose degradation III;trans-4-hydroxy-L-proline degradation II
R345-RXN	adenosyl-cobyric acid synthase;adenosyl-cobyrate synthase	TD01GL001527	adenosylcobinamide-GDP biosynthesis from cobyrinate a,c-diamide
HISTCYCLOHYD-RXN	phosphoribosyl-AMP cyclohydrolase	TD01GL001846	L-histidine biosynthesis
RXN-17663	periplasmic protein-L-methionine-(R)-S-oxide reductase	TD01GL000813;TD01GL000812	
RXN0-4121	purine nucleoside phosphoramidase	TD01GL002628	
ARGININE-RACEMASE-RXN	arginine racemase	TD01GL002444	
2.7.7.33-RXN	alpha-D-glucose-1-phosphate cytidylyltransferase	TD01GL003263	streptomycin biosynthesis;CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis
RXN-11591	16S rRNA m5C967 methyltransferase	TD01GL000634	
RXN-20677	3-hydroxyhexanoyl-CoA dehydratase	TD01GL000992	pyruvate fermentation to hexanol (engineered)
RXN0-7123	NADH:menaquinone oxidoreductase	TD01GL001223	
RXN0-4341	heptose 7-phosphate kinase	TD01GL000018	ADP-L-glycero-beta-D-manno-heptose biosynthesis
RXN-20058	thiol-disulfide exchange	TD01GL002041	
RXN0-5330	NADH:ubiquinone oxidoreductase (internal);NADH:ubiquinone oxidoreductase 2 (external);NADH:ubiquinone oxidoreductase 1 (external)	TD01GL001223	nitrate reduction VIIIb (dissimilatory);NADH to cytochrome bo oxidase electron transfer II;NADH to cytochrome bd oxidase electron transfer II;aerobic respiration II (cytochrome c) (yeast);NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)
RXN-19249	D-alanyl-D-alanine carboxypeptidase	TD01GL000214;TD01GL001567	
RXN0-5268	ubiquinol oxidase (H+-transporting)	TD01GL000933;TD01GL000931;TD01GL000932;TD01GL000930	glycerol-3-phosphate to cytochrome bo oxidase electron transfer;D-lactate to cytochrome bo oxidase electron transfer;pyruvate to cytochrome bo oxidase electron transfer;NADH to cytochrome bo oxidase electron transfer II;NADH to cytochrome bo oxidase electron transfer I;proline to cytochrome bo oxidase electron transfer;succinate to cytochrome bo oxidase electron transfer
RXN-13990	2-keto-4-hydroxyglutarate aldolase	TD01GL001439	
RXNQT-4171	methylthioalkylmalate dehydrogenase	TD01GL001629	
RXN-17846	leucyl-tRNAmdashprotein transferase	TD01GL001112	N-end rule pathway I (prokaryotic)
VAGL-RXN	5-aminovalerate transaminase;5-aminovalerate aminotransferase	TD01GL002450;TD01GL000712;TD01GL003508;TD01GL003369	L-lysine degradation I;L-lysine degradation X;L-lysine degradation IV;L-lysine degradation III
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	myo-inositol-3-phosphate monophosphatase;inositol monopohsphatase;inositol-1(or 4)-monophosphatase;inositol monophosphatase;myo-inositol 3-phosphate monophosphatase	TD01GL001987	myo-inositol biosynthesis
RXNMETA-12671	oxepin-CoA hydrolase	TD01GL003540	phenylacetate degradation I (aerobic)
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	succinate dehydrogenase;succinate:quinone oxidoreductase;succinate dehydrogenase (ubiquinone);succinate-ubiquinone reductase	TD01GL001056;TD01GL001054;TD01GL001057;TD01GL001055	TCA cycle III (animals);aerobic respiration I (cytochrome c);aerobic respiration II (cytochrome c) (yeast);aerobic respiration III (alternative oxidase pathway);succinate to cytochrome bd oxidase electron transfer;succinate to cytochrome bo oxidase electron transfer
RXN0-2301	isovaleryl-CoA dehydrogenase;isovaleryl-CoA:FAD oxidoreductase	TD01GL002202	L-leucine degradation I
3.4.11.18-RXN	methionine aminopeptidase	TD01GL000522	
RXN-16312	polyphenol oxidase	TD01GL003205	
2.6.1.37-RXN	2-aminoethylphosphonate aminotransferase	TD01GL003426	2-aminoethylphosphonate degradation II;2-aminoethylphosphonate degradation I
RXN-17393	endolytic murein transglycosylase	TD01GL002263	
RXN-12458	tRNA (guanine37-N1)-methyltransferase;tRNA m1G37 methyltransferase	TD01GL000465	
R601-RXN	fumarate reductase	TD01GL002097;TD01GL002096	(S)-lactate fermentation to propanoate, acetate and hydrogen;pyruvate fermentation to propanoate I;glycerol-3-phosphate to fumarate electron transfer;hydrogen to fumarate electron transfer;reductive TCA cycle II;incomplete reductive TCA cycle;reductive TCA cycle I;mixed acid fermentation;NADH to fumarate electron transfer;TCA cycle VI (Helicobacter)
RXN0-7231	betaine aldehyde dehydrogenase	TD01GL002123	
RXN0-1081	tRNA adenosine34 deaminase	TD01GL003101	
3.5.1.87-RXN	N-carbamoyl-L-amino-acid hydrolase	TD01GL003387;TD01GL003366	
RXN0-2042	phenylacetyl-CoA 1,2-epoxidase;ring 1,2-phenylacetyl-CoA epoxidase	TD01GL003535;TD01GL003536;TD01GL003539;TD01GL003537	phenylacetate degradation I (aerobic)
RXN0-7346	RNA decapping hydrolase	TD01GL001773	
RXN-14347	scyllo-inositol dehydrogenase (NADP+)	TD01GL002564	
GLYCINE--TRNA-LIGASE-RXN	glycinemdashtRNA ligase	TD01GL000007;TD01GL000008	tRNA charging
RXN0-7124	ubiquinol:nitrate oxidoreductase	TD01GL002108	nitrate reduction VIIIb (dissimilatory)
RXN0-6491	dihydroorotate dehydrogenase	TD01GL001120	
RXN-2425	2,3-dehydroadipyl-CoA hydratase	TD01GL003529	phenylacetate degradation I (aerobic);benzoyl-CoA degradation I (aerobic)
RXN-18661	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase	TD01GL002918	anhydromuropeptides recycling II
RXN0-7141	D-ribulose 5-phosphate 1-dehydrogenase	TD01GL000396	
RXN0-7283	RNA phosphohydrolase	TD01GL002548	
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	ornithine acetyltransferase;acetylornithine acetyltransferase	TD01GL002291	L-arginine biosynthesis II (acetyl cycle)
1.6.5.6-RXN	4-benzoquinone reductase	TD01GL001833	4-nitrophenol degradation I
TRANS-RXN-383	D-selenomethionine transport	TD01GL001757;TD01GL001662;TD01GL000499;TD01GL001663;TD01GL001661	
DIHYDROOROTATE-DEHYDROGENASE-RXN	dihydroorotate dehydrogenase	TD01GL001120	UMP biosynthesis I
TRNA-S-TRANSFERASE-RXN	tRNA cytosine32 2-sulfurtransferase	TD01GL003046	
RXN0-7078	protein-lysine deacetylase	TD01GL000621	
LYSINE--TRNA-LIGASE-RXN	lysinemdashtRNA ligase	TD01GL000483	tRNA charging
RXN0-3501	nitrate reductase;menaquinol:nitrate oxidoreductase	TD01GL002105;TD01GL002108	nitrate reduction IX (dissimilatory);nitrate reduction VIII (dissimilatory);nitrate reduction III (dissimilatory)
RXN-10139	L-tryptophan:pyruvate aminotransferase;tryptophanmdashpyruvate aminotransferase	TD01GL003196;TD01GL000684	indolmycin biosynthesis;indole-3-acetate biosynthesis I
RXN-17652	periplasmic protein-L-methionine-(S)-S-oxide reductase	TD01GL000813;TD01GL000812	
RXN-11833	16S rRNA pseudouridine516 synthase	TD01GL001763	
RXN-11865	tRNA (5-carboxymethylaminomethyluridine)-ribose methyltransferase	TD01GL003765	
LYSOPHOSPHOLIPASE-RXN	phospholipase B;Neuropathy Target Esterase;lysophospholipase	TD01GL002597	
ACYLCOADEHYDROG-RXN	acyl-CoA dehydrogenase	TD01GL002124	fatty acid beta-oxidation I (generic)
1.1.1.178-RXN	2-methylacetoacetyl-coenzyme A reductase;3-hydroxy-2-methylbutyryl-CoA dehydrogenase	TD01GL001303	fermentation to 2-methylbutanoate;L-isoleucine degradation I
RXN0-6554	dihydroorotate dehydrogenase (MQ)	TD01GL001120	
RXN-11841	tRNA pseudouridine13 synthase	TD01GL002928	
RXN-12300	cis-3-hexenal reducatase;cis-3-hexenal reductase	TD01GL000777	detoxification of reactive carbonyls in chloroplasts
RXN0-5388	NADH:menaquinone oxidoreductase (H+-transporting)	TD01GL002642	NADH to hydrogen peroxide electron transfer;NADH to trimethylamine N-oxide electron transfer;NADH to dimethyl sulfoxide electron transfer;nitrate reduction VIII (dissimilatory);NADH to fumarate electron transfer
LTAA-RXN	L-allo-threonine aldolase	TD01GL000854	
RXN-12332	3-aminopropanal dehydrogenase	TD01GL003288	
RXN-19024	glutathione-specific gamma-glutamylcyclotransferase	TD01GL003394	5-oxo-L-proline metabolism
RXN-19774	apolipoprotein N-acyltransferase	TD01GL001172	
RXN0-6999	EF-P-lysine lysyltransferase	TD01GL002387	
