,dna,rna,protein
TD01GL002915,5601.799687010993,5218.6228482003835,768.5054773082941
TD01GL002916,13214.241001564542,12236.071987480773,1897.1830985915506
TD01GL002917,5434.272300469519,5013.615023474238,791.1189358372455
TD01GL002918,3551.917057902977,3291.9796557120635,501.2128325508615
TD01GL002919,2270.1486697965524,2105.751173708917,312.94992175273916
TD01GL002920,4285.75899843506,3969.0923317684137,634.2723004694841
TD01GL002921,4557.003129890469,4206.377151799717,687.2848200312986
TD01GL002922,5940.219092331817,5491.2363067293445,827.8951486697964
TD01GL002923,5271.478873239471,4886.424100156556,741.314553990609
TD01GL002924,5937.245696400681,5546.244131455482,752.5821596244127
TD01GL002925,5276.56494522696,4811.1502347418345,786.6979655712049
TD01GL002926,3658.411580594679,3391.588419405338,518.8967136150238
TD01GL002927,4025.743348982788,3725.7433489828068,533.4115805946798
TD01GL002928,5630.67292644762,5194.131455399126,806.2597809076667
TD01GL002929,2646.9092331768343,2443.231611893586,354.85133020344324
TD01GL002930,3857.707355242569,3576.6431924882804,542.37089201878
TD01GL002931,1920.8137715179923,1782.0031298904512,266.8231611893587
TD01GL002932,6199.491392801303,5714.514866979743,927.9342723004677
TD01GL002933,7441.979655712126,6914.8278560251765,1080.3208137715171
TD01GL002934,14090.37558685396,13043.661971831356,1998.356807511741
TD01GL002935,9533.02034428791,8827.777777777985,1364.397496087637
TD01GL002936,4645.774647887344,4318.309859154963,647.3395931142411
TD01GL002937,1948.4350547730785,1808.6854460093866,266.04068857590005
TD01GL002938,2626.173708920187,2416.862284820032,393.5837245696403
TD01GL002939,9084.546165884212,8429.06885759018,1302.0735524256652
TD01GL002940,1854.8122065727669,1728.0516431924864,257.9812206572772
TD01GL002941,4623.982785602511,4286.7370892019135,644.0923317683886
TD01GL002942,2087.5586854460066,1923.2394366197148,297.45696400626014
TD01GL002943,2083.372456964003,1906.8466353677582,307.2769953051643
TD01GL002944,5262.676056338061,4811.032863849814,812.0500782472607
TD01GL002945,4637.363067292657,4307.785602503947,639.0453834115807
TD01GL002946,8080.125195618271,7405.320813771666,1179.9687010954622
TD01GL002947,5654.34272300473,5257.081377151877,781.4162754303595
TD01GL002948,3084.428794992172,2847.7308294209806,467.7621283255089
TD01GL002949,1154.5383411580603,1071.9092331768427,172.6917057902976
TD01GL002950,3765.4147104851336,3493.270735524274,529.1079812206581
TD01GL002951,6866.471048513379,6364.749608763811,941.1971830985905
TD01GL002952,3516.9014084507025,3251.2519561815493,498.20031298904615
TD01GL002953,5625.508607198797,5182.31611893591,824.647887323943
TD01GL002954,4780.0860719875045,4422.8873239437025,663.0672926447573
TD01GL002955,6108.1768388106875,5638.223787167535,862.5586854460079
TD01GL002956,2634.585289514862,2450.704225352117,360.91549295774666
TD01GL002957,3548.474178403756,3295.657276995321,492.3317683881071
TD01GL002958,3268.661971830984,3016.627543036006,442.99687010954693
TD01GL002959,4436.1502347417945,4109.6244131455705,667.4491392801258
TD01GL002960,1507.7856025039105,1416.3145539906109,220.22691705790308
TD01GL002961,818.3489827856039,755.2034428795022,105.907668231612
TD01GL002962,3309.585289514869,3023.5915492957847,494.4835680751175
TD01GL002963,2531.8857589984304,2356.92488262911,368.38810641627606
TD01GL002964,1884.154929577462,1743.231611893583,280.20344287949956
TD01GL002965,2467.1361502347368,2278.794992175274,330.2425665101726
TD01GL002966,3655.946791862287,3383.0203442879647,530.9076682316129
TD01GL002967,7732.159624413237,7160.876369327218,1085.5633802816888
TD01GL002968,8409.976525821681,7809.820031299072,1178.1690140845062
TD01GL002969,15412.32394366134,14224.765258216374,2315.375586854467
TD01GL002970,5591.588419405353,5174.843505477377,833.1377151799683
TD01GL002971,7984.428794992284,7365.336463223935,1158.059467918621
TD01GL002972,4690.962441314573,4316.7840375587175,691.9796557120503
TD01GL002973,2584.4679186228454,2388.7715179968714,382.0031298904542
TD01GL002974,5582.589984350593,5167.801251956248,752.5821596244132
TD01GL002975,6490.610328638561,5993.583724569737,982.5899843505459
TD01GL002976,5036.8935837245945,4683.920187793475,694.327073552425
TD01GL002977,3968.5054773082984,3684.1549295774857,567.9186228482009
TD01GL002978,5023.239436619738,4597.496087636971,717.2926447574331
TD01GL002979,6631.025039123695,6092.683881064261,957.5117370892004
TD01GL002980,6667.1752738654795,6175.7042253522195,966.8231611893578
TD01GL002981,5424.256651017256,5052.425665101785,737.0892018779336
TD01GL002982,7909.115805946884,7260.915492957893,1148.9827856025038
TD01GL002983,11795.774647887065,10931.142410015935,1706.9640062597837
TD01GL002984,4323.474178403761,4005.399061032889,639.2018779342724
TD01GL002985,3288.3411580594666,3041.4710485133137,470.34428794992203
TD01GL002986,6466.07981220663,6015.375586854568,864.2410015649432
TD01GL002987,16671.909233176168,15434.194053208612,2334.272300469491
TD01GL002988,7663.810641627624,7109.194053208285,1071.4788732394347
TD01GL002989,3876.4866979655717,3608.1768388106625,561.345852895149
TD01GL002990,4921.909233176858,4560.015649452312,687.6760563380283
TD01GL002991,2308.1768388106343,2169.8356807511714,317.7621283255094
TD01GL002992,11035.680751173537,10163.69327073578,1638.223787167451
TD01GL002993,3326.6431924882645,3066.6275430360038,484.5461658841947
TD01GL002994,5560.954616588454,5175.117370892091,747.4178403755869
TD01GL002995,8200.39123630684,7598.200312989204,1150.3129890453824
TD01GL002996,3688.810641627543,3415.9624413145716,504.73395931142454
TD01GL002997,7524.569640062686,6983.802816901545,1008.2550860719856
TD01GL002998,6295.1095461659415,5810.367762128412,867.0579029733952
TD01GL002999,12182.511737088907,11228.755868544897,1705.633802816905
TD01GL003000,3314.1627543035984,3042.87949921754,466.66666666666765
TD01GL003001,4438.849765258235,4066.5492957746733,673.4741784037562
TD01GL003002,2331.533646322375,2143.3489827856006,346.2832550860727
TD01GL003003,14031.533646321875,12839.123630673264,2065.727699530522
TD01GL003004,5270.539906103319,4868.74021909239,698.943661971831
TD01GL003005,616.5884194053217,569.248826291082,97.92644757433496
TD01GL003006,7042.996870109633,6441.510172144076,1030.8685446009383
TD01GL003007,2602.621283255083,2384.0766823161207,406.6510172143979
TD01GL003008,5465.258215962487,5057.824726134651,729.0688575899843
TD01GL003009,4729.812206572792,4345.070422535246,706.9248826291077
TD01GL003010,2823.7871674491375,2614.4757433489863,395.26604068857665
TD01GL003011,6215.571205007874,5758.13771518006,875.8998435054756
TD01GL003012,3618.661971830987,3319.679186228498,522.3787167449142
TD01GL003013,4140.571205007828,3826.0954616588647,571.7136150234747
TD01GL003014,8019.600938967233,7437.284820031459,1057.6682316118927
TD01GL003015,4565.805946791879,4227.464788732424,655.9467918622852
TD01GL003016,2658.3333333333294,2450.1173708920223,365.8450704225358
TD01GL003017,4441.666666666672,4119.287949921779,670.8920187793431
TD01GL003018,5117.292644757458,4720.735524256703,765.8450704225352
TD01GL003019,4056.611893583729,3770.4616588419603,543.9749608763698
TD01GL003020,7390.453834115871,6780.2034428796305,1118.427230046948
TD01GL003021,7908.09859154938,7260.446009389817,1194.8748043818462
TD01GL003022,3879.5383411580583,3605.594679186248,527.4256651017222
TD01GL003023,6486.697965571266,5965.258215962538,987.9890453834113
TD01GL003024,1907.0422535211237,1758.05946791862,263.45852895148676
TD01GL003025,2941.510172143972,2735.0156494522753,409.27230046948364
TD01GL003026,1953.1690140845003,1820.5399061032838,275.93896713615095
TD01GL003027,3765.023474178403,3475.0391236306937,578.9906103286388
TD01GL003028,3751.5258215962454,3450.8215962441514,565.2973395931147
TD01GL003029,9127.034428794996,8354.655712050262,1317.0970266040686
TD01GL003030,8089.084507042357,7496.283255086235,1104.6165884194036
TD01GL003031,5913.888888888925,5495.422535211349,814.4757433489818
TD01GL003032,6624.100156494584,6183.959311424213,928.8341158059449
TD01GL003033,2168.1924882629064,2012.7151799686976,265.53208137715194
TD01GL003034,4182.237871674499,3845.4616588419617,597.0266040688584
TD01GL003035,7689.319248826373,7071.165884194193,1247.6917057902974
TD01GL003036,3275.1173708920155,3051.643192488273,473.9045383411589
TD01GL003037,1179.4209702660414,1094.2879499217563,173.98278560250404
TD01GL003038,5018.388106416299,4652.11267605639,708.7636932707355
TD01GL003039,7755.203442879595,7152.93427230062,1209.780907668231
TD01GL003040,2836.071987480435,2617.605633802823,423.20031298904576
TD01GL003041,13315.845070422129,12350.273865415065,1870.1877934272338
TD01GL003042,1191.6666666666672,1104.0297339593146,174.3348982785603
TD01GL003043,3739.514866979663,3443.427230046959,565.6494522691711
TD01GL003044,7844.95305164329,7252.621283255232,1135.758998435054
TD01GL003045,4056.5336463223803,3760.6807511737306,585.7589984350551
TD01GL003046,5361.9327073552795,4939.475743349042,775.5086071987479
TD01GL003047,3560.8763693270716,3301.956181533661,510.21126760563425
TD01GL003048,9846.987480438136,9078.28638497674,1406.9640062597841
TD01GL0RAST84,622.9264475743356,566.431924882631,101.40845070422546
TD01GL003049,1410.9937402190917,1288.7715179968707,222.76995305164337
TD01GL003050,9593.388106416234,8826.251956181739,1400.8607198748039
TD01GL003051,2858.411580594679,2636.97183098592,429.6948356807515
TD01GL003052,21255.359937402245,19635.563380282078,3076.486697965575
TD01GL003053,631.2206572769962,585.4460093896731,91.27543035993745
TD01GL003054,3963.2629107981243,3670.2269170579266,533.7245696400628
TD01GL0RAST85,696.4397496087646,637.5978090766846,105.59467918622863
TD01GL003055,2965.532081377153,2734.1549295774707,456.06416275430405
TD01GL003056,2612.4804381846625,2406.6901408450717,403.0125195618157
TD01GL003057,3636.697965571203,3377.46478873241,502.19092331768474
TD01GL003058,6075.430359937458,5600.782472613542,915.1017214397486
TD01GL003059,3885.6025039123647,3603.051643192507,518.6619718309867
TD01GL003060,3855.2034428794996,3559.350547730851,534.7417840375593
TD01GL003061,3540.6494522691696,3281.651017214415,481.61189358372536
TD01GL003062,10882.589984350381,10178.52112676084,1378.9123630672923
TD01GL003063,14351.799687010453,13413.693270735941,2123.943661971835
TD01GL0RAST86,807.3943661971845,749.3348982785627,121.94835680751189
TD01GL003064,3284.311424100157,3021.6353677621405,480.9859154929585
TD01GL003065,4615.8450704225415,4279.616588419443,617.2535211267601
TD01GL003066,2872.1830985915467,2660.9154929577517,407.78560250391257
TD01GL003067,4636.776212832571,4280.281690140876,691.6275430359943
TD01GL003068,12534.585289514525,11472.143974961145,1827.1126760563413
TD01GL003069,7112.9499217528255,6548.161189358492,1004.6165884194041
TD01GL003070,4992.8794992175535,4609.154929577516,683.0985915492957
TD01GL003071,1787.8716744913888,1687.4021909233165,222.18309859154945
TD01GL003072,2318.1924882629055,2142.6838810641602,304.0688575899848
TD01GL003073,4522.183098591565,4190.258215962477,614.5148669796561
TD01GL003074,79259.50704224905,73964.67136150187,9247.143974960705
TD01GL003075,698.9045383411591,646.1658841940553,105.32081377151813
TD01GL003076,797.3395931142418,694.4444444444466,156.53364632237881
TD01GL003077,4322.769953051651,4009.7026604069174,609.076682316119
TD01GL003078,63572.65258216161,59394.24882628903,7071.987480438072
TD01GL003079,4485.093896713628,4159.194053208171,620.1486697965574
TD01GL003080,19013.458528951225,17716.666666667126,2156.064162754302
TD01GL003081,65657.31611893733,61200.665101719,7342.1361502346135
TD01GL003082,634.5070422535222,577.5430359937429,102.50391236306734
TD01GL003083,701.173708920189,649.4522691705816,93.58372456964013
TD01GL003084,4011.8935837245704,3703.6776212832788,586.6588419405319
TD01GL003085,3881.142410015649,3583.2550860720107,562.0109546165893
TD01GL003086,5293.505477308321,4905.007824726196,716.1189358372457
TD01GL003087,4786.150234741806,4432.003129890494,656.8466353677626
TD01GL003088,2559.898278560246,2374.8435054773104,358.4507042253526
TD01GL003089,5952.425665101779,5426.60406885766,922.4569640062588
TD01GL003090,1513.615023474178,1399.765258215963,207.550860719875
TD01GL003091,7944.170579029825,7395.344287950083,1086.6979655712062
TD01GL003092,5559.898278560293,5146.596244131522,771.0485133020342
TD01GL003093,923.6306729264494,849.0610328638529,129.85133020344298
TD01GL003094,4704.303599374036,4387.089201877978,675.8998435054771
TD01GL003095,4798.748043818482,4470.579029734005,634.4679186228485
TD01GL003096,5278.247261345885,4902.895148669858,753.4037558685435
TD01GL003097,9438.184663536767,8737.715179968902,1337.4413145539904
TD01GL003098,4252.269170579034,3965.5712050078478,572.3395931142414
TD01GL003099,21154.773082942153,19649.13928012557,2915.1408450704344
TD01GL003100,7884.8200312989975,7300.70422535227,1160.4460093896705
TD01GL003101,2464.084507042249,2293.035993740218,343.7793427230049
TD01GL003102,4419.1705790297465,4111.032863849788,634.7026604068861
TD01GL003103,6923.278560250457,6402.386541471168,939.1236306729256
TD01GL003104,770.1486697965585,706.3771517996903,121.40062597809103
TD01GL003105,758.4898278560257,681.4945226917072,124.45226917057906
TD01GL003106,1161.071987480439,1074.3740219092363,156.10328638497663
TD01GL003107,12092.449139279817,11286.267605634132,1723.5133020344308
TD01GL003108,9064.632237871685,8432.550860720079,1250.1956181533646
TD01GL003109,4121.439749608763,3870.0312989045615,538.6150234741791
TD01GL003110,2873.9045383411544,2676.40845070423,379.7339593114244
TD01GL003111,7128.208137715246,6650.586854460226,990.453834115804
TD01GL003112,2158.6854460093837,2007.27699530516,308.84194053208137
TD01GL003113,4081.0641627543055,3773.5524256651242,580.1643192488272
TD01GL003114,3609.5852895148682,3352.8560250391383,516.7840375586856
TD01GL003115,8739.906103286425,8085.133020344469,1330.0469483568088
TD01GL003116,2194.327073552421,2030.2425665101682,303.83411580594714
TD01GL003117,1548.5133020344251,1448.9827856025042,207.7464788732396
TD01GL003118,2861.8544600938903,2671.9483568075184,361.03286384976604
TD01GL003119,4226.05633802818,3872.613458528973,644.6791862284822
TD01GL003120,3585.95461658842,3302.621283255104,479.5774647887333
TD01GL003121,5428.638497652617,5027.777777777839,764.006259780908
TD01GL003122,11815.219092331501,10937.989045383707,1718.1142410015675
TD01GL003123,12422.73082942064,11490.41471048544,1782.4334898278585
TD01GL003124,5055.438184663571,4689.788732394413,742.1361502347412
TD01GL003125,8625.938967136224,7954.029733959479,1231.4945226917064
TD01GL003126,4107.433489827861,3797.417840375611,579.7339593114243
TD01GL003127,1153.2863849765267,1069.0923317683921,155.51643192488277
TD01GL003128,983.0594679186243,891.8231611893605,150.8607198748044
TD01GL003129,2799.999999999994,2587.010954616593,387.94992175273933
TD01GL003130,7318.153364632337,6687.793427230162,1106.1815336463221
TD01GL003131,679.029733959312,623.7089201877953,103.83411580594691
TD01GL003132,794.9530516431935,734.311424100158,118.3098591549297
TD01GL003133,8805.242566510222,8040.140845070588,1328.247261345854
TD01GL003134,1930.6729264475694,1785.289514866976,289.94522691705856
TD01GL003135,4828.5602503912605,4421.1267605634175,727.1909233176838
TD01GL003136,16108.646322378025,14932.511737089644,2297.730829420978
TD01GL003137,2021.5571205007793,1861.6197183098557,298.7089201877936
TD01GL003138,7717.449139280215,7142.566510172289,1024.413145539905
TD01GL003139,1790.1017214397489,1631.6510172143956,265.1017214397499
TD01GL003140,3586.3458528951487,3328.521126760579,524.217527386542
TD01GL003141,10271.752738654033,9543.974960876612,1390.6885758998437
TD01GL003142,2662.1674491392782,2464.671361502349,377.77777777777817
TD01GL003143,1338.6932707355238,1238.6932707355265,193.38810641627558
TD01GL003144,7047.104851330274,6471.126760563492,1065.336463223786
TD01GL003145,912.5195618153382,831.2989045383434,143.66197183098615
TD01GL003146,7058.685446009456,6482.237871674606,1054.9687010954606
TD01GL003147,2827.269170579026,2631.1815336463283,401.9561815336468
TD01GL003148,5410.4851330203865,4993.81846635374,836.3458528951477
TD01GL003149,7530.281690140937,6983.411580594818,1036.4241001564935
TD01GL003150,3276.8779342722987,3014.201877934283,505.712050078248
TD01GL003151,1991.0406885758948,1841.7449139280097,255.3990610328639
TD01GL003152,719.4053208137727,666.1971830985938,83.41158059467928
TD01GL003153,2270.813771517991,2104.3818466353637,325.4694835680754
TD01GL003154,5408.802816901443,5006.37715179975,743.505477308294
TD01GL003155,3771.9483568075125,3488.0672926447755,530.9859154929585
TD01GL003156,2024.6870109546114,1876.4866979655683,294.83568075117387
TD01GL003157,3451.4084507042257,3191.705790297354,461.65884194053257
TD01GL003158,6085.406885759042,5661.228482003221,764.3583724569637
TD01GL003159,2671.4397496087595,2475.430359937406,389.2801251956187
TD01GL003160,7903.051643192587,7329.107981220808,1064.8669796557106
TD01GL003161,11757.668231611618,10934.272300469784,1624.1392801251986
TD01GL003162,636.8544600938975,582.942097026606,91.66666666666674
TD01GL003163,5949.061032863895,5525.03912363076,844.9139280125187
TD01GL003164,2719.4444444444443,2487.989045383414,436.0328638497656
TD01GL003165,7200.273865414786,6590.023474178519,1081.846635367762
TD01GL003166,9155.125195618153,8401.682316119124,1374.6870109546178
TD01GL003167,6226.604068857644,5766.118935837338,855.9859154929565
TD01GL003168,5537.636932707396,5137.010954616656,762.5978090766823
TD01GL003169,14966.158059467352,13930.712050078662,2097.535211267613
TD01GL003170,5743.466353677658,5312.871674491466,833.176838810641
TD01GL003171,10361.150234741654,9615.140845070666,1423.8262910798137
TD01GL003172,3598.66979655712,3332.7073552425845,500.8607198748052
TD01GL003173,5313.693270735557,4916.5884194053815,749.1001564945218
TD01GL003174,4396.244131455414,4018.1533646322705,636.3067292644755
TD01GL003175,3787.0892018779327,3517.996870109569,511.26760563380395
TD01GL003176,733.7245696400638,673.9436619718335,114.12363067292661
TD01GL003177,2555.0860719874754,2380.2034428795014,364.5931142410021
TD01GL0RAST87,680.5164319248835,625.1956181533662,103.40375586854468
TD01GL003178,2498.1220657276976,2299.687010954616,348.3568075117373
TD01GL003179,2719.7183098591486,2541.705790297343,410.9154929577469
TD01GL003180,2361.384976525818,2191.588419405319,341.9796557120506
TD01GL003181,1485.6416275430345,1390.5712050078255,220.57902973395952
TD01GL003182,5893.505477308333,5478.560250391319,871.6744913927998
TD01GL003183,12612.323943661631,11695.735524256972,1684.076682316122
TD01GL003184,2606.064162754298,2426.7214397496114,379.7339593114246
TD01GL003185,3200.3521126760547,2966.0015649452375,458.41158059467995
TD01GL003186,3456.025039123633,3208.059467918634,503.20813771518084
TD01GL003187,4025.6651017214417,3742.957746478895,519.2097026604077
TD01GL003188,4182.276995305164,3885.1721439749895,564.945226917059
TD01GL003189,2730.5555555555534,2525.0782472613505,428.40375586854515
TD01GL003190,3355.007824726131,3113.380281690155,448.5133020344294
TD01GL003191,3731.9640062597805,3463.8106416275605,545.6181533646327
TD01GL003192,5887.441314554036,5465.76682316127,845.4616588419403
TD01GL003193,5617.9577464789145,5191.040688575967,743.9749608763694
TD01GL003194,7454.2644757434455,6914.280125195751,982.5117370892001
TD01GL003195,2432.6682316118877,2260.5242566510165,334.70266040688597
TD01GL003196,5718.544600939014,5281.768388106487,809.4679186228475
TD01GL003197,719.6400625978102,653.2081377151827,120.10954616588424
TD01GL003198,5029.499217527416,4615.884194053253,720.8137715179971
TD01GL003199,5495.696400626016,5102.582159624482,747.6134585289522
TD01GL003200,630.9076682316129,576.9953051643214,105.63380281690152
TD01GL003201,4773.9827856025195,4439.710485133059,700.6259780907671
TD01GL003202,2665.297339593111,2464.2018779342748,365.76682316118996
TD01GL003203,9763.14553990605,9052.816901408667,1405.4773082942093
TD01GL003204,13958.802816900943,13001.682316119313,1919.2879499217563
TD01GL003205,4074.5305164319275,3771.0876369327275,571.4397496087644
TD01GL003206,5174.295774647915,4802.308294209756,729.6557120500778
TD01GL003207,4417.566510172153,4098.708920187819,642.4882629107979
TD01GL003208,9216.118935837261,8583.33333333354,1181.4945226917043
TD01GL003209,9207.902973395936,8531.768388106608,1283.8810641627533
TD01GL003210,1443.622848200312,1334.7026604068863,225.7433489827858
TD01GL003211,6082.7073552426145,5630.985915493046,842.1752738654136
TD01GL0RAST88,2826.3693270735484,2626.2128325508656,392.52738654147157
TD01GL003212,5140.219092331794,4767.605633802874,694.4053208137715
TD01GL003213,14712.597809076131,13703.051643192899,2013.4194053208143
TD01GL003214,9090.492957746503,8400.352112676248,1300.6651017214404
TD01GL003215,6579.342723004769,6023.474178403851,922.769953051642
TD01GL003216,714.3192488262926,664.162754303602,107.62910798122086
TD01GL003217,3165.1017214397452,2988.2629107981297,444.24882629108026
TD01GL0RAST89,1541.8231611893586,1395.9702660406901,233.95931142410024
TD01GL003218,6802.112676056416,6393.505477308404,951.2128325508593
TD01GL003219,2621.6744913927973,2396.0093896713643,376.3302034428801
TD01GL003220,5554.616588419449,5220.266040688642,796.5571205007819
TD01GL003221,1669.1314553990567,1574.0610328638484,239.3192488262913
TD01GL0RAST90,2512.98904538341,2295.226917057905,386.07198748043874
TD01GL003222,31191.979655714247,29296.283255086506,4393.035993740225
TD01GL003223,2964.0845070422533,2718.3881064162833,429.068857589985
TD01GL003224,4782.863849765285,4412.910798122105,633.7245696400628
TD01GL003225,3194.796557120499,2962.9499217527487,466.5101721439756
TD01GL003226,19689.280125195393,18226.76056338069,2834.3114241001676
TD01GL003227,7970.226917058011,7407.081377151956,1095.1486697965554
TD01GL003228,3533.2942097026607,3276.3302034428943,493.42723004694875
TD01GL003229,8614.43661971837,7983.685446009569,1180.0469483568072
TD01GL003230,14297.261345852388,13252.03442879537,1921.9092331768436
TD01GL003231,4558.998435054787,4202.269170579059,681.1815336463226
TD01GL003232,7199.647887324016,6638.771517996993,1047.3004694835665
TD01GL003233,2929.8122065727653,2713.0672926447664,426.36932707355277
TD01GL003234,7484.467918622935,6952.699530516572,1039.788732394365
TD01GL003235,5562.441314554033,5110.954616588482,801.7214397496075
TD01GL003236,9549.647887323908,8778.208137715377,1385.1721439749608
TD01GL003237,2335.4851330203423,2161.0719874804363,329.18622848200323
TD01GL003238,8021.517996870225,7377.073552425813,1168.2316118935828
TD01GL003239,2758.568075117369,2546.9874804381893,364.7104851330206
TD01GL003240,2794.7183098591527,2587.3630672926492,403.0907668231619
TD01GL003241,5524.8043818466695,5130.751173708991,789.5931142410013
TD01GL003242,2869.405320813766,2655.5555555555625,399.1392801251963
TD01GL003243,2559.4287949921713,2362.1674491392796,349.72613458529
TD01GL003244,2200.0782472613414,2038.5758998435006,302.8951486697969
TD01GL003245,2160.9154929577417,1990.1799687010912,294.9530516431926
TD01GL003246,5475.195618153404,5082.55086071994,746.1267605633801
TD01GL003247,2399.92175273865,2230.7511737089194,332.4726134585295
TD01GL003248,2961.5023474178392,2721.987480438193,454.6948356807516
TD01GL003249,15392.56651017152,14286.463223787594,2217.4100156494587
TD01GL003250,5591.431924882664,5170.618153364701,770.266040688575
TD01GL003251,5591.431924882664,5170.618153364701,770.266040688575
TD01GL003252,8517.918622848278,7832.550860720034,1286.9718309859165
TD01GL003253,1435.6416275430356,1351.1345852895156,206.2989045383414
TD01GL003254,4080.9859154929572,3790.7668231612133,571.1658841940535
TD01GL003255,3609.389671361503,3320.5790297339736,555.1251956181541
TD01GL003256,4178.090766823162,3861.1111111111354,553.0907668231616
TD01GL003257,4716.940532081401,4353.403755868583,697.6917057902972
TD01GL003258,3534.937402190924,3228.0516431925053,513.1064162754313
TD01GL003259,6269.757433489895,5736.971830986002,913.0672926447567
TD01GL003260,6654.968701095546,6113.028169014185,966.0798122065714
TD01GL003261,3039.4757433489826,2789.945226917066,446.7918622848209
TD01GL003262,5742.488262910851,5302.112676056408,807.1205007824715
TD01GL003263,4208.098591549302,3867.253521126787,624.1784037558688
TD01GL003264,20245.813771517696,18574.68701095486,2973.278560250409
TD01GL003265,4993.740219092346,4628.403755868598,589.0453834115816
TD01GL003266,4836.189358372472,4480.16431924887,573.0438184663547
TD01GL003267,7638.145539906215,7085.328638497792,948.0829420970261
TD01GL003268,894.2879499217544,814.5539906103317,135.36776212832552
TD01GL003269,5472.574334898316,5096.752738654213,805.9859154929576
TD01GL003270,7385.133020344387,6818.46635367775,888.6541471048507
TD01GL003271,1776.6040688575874,1634.4287949921736,249.02190923317704
TD01GL003272,669.561815336464,611.6588419405343,103.44287949921763
TD01GL003273,5384.546165884228,5000.899843505539,732.7073552425662
TD01GL003275,2486.463223787166,2267.1361502347413,371.59624413145553
TD01GL003274,868.5837245696415,800.9780907668254,103.71674491392811
TD01GL003276,3212.441314553992,2963.849765258224,484.1549295774658
TD01GL003277,2444.366197183095,2274.8043818466344,356.02503912363096
TD01GL003278,5465.179968701129,5102.034428795061,748.6697965571201
TD01GL003279,4105.985915492969,3746.674491392817,635.9154929577467
TD01GL003280,5060.093896713645,4691.862284820083,709.2331768388099
TD01GL003281,1503.7167449139267,1403.0907668231616,202.58215962441326
TD01GL003282,728.794992175275,676.1345852895167,92.87949921752757
TD01GL003283,5900.4303599374425,5476.251956181618,804.460093896713
TD01GL003284,6000.430359937461,5489.475743349058,926.9561815336456
TD01GL003285,1745.892018779338,1632.589984350547,224.5305164319253
TD01GL003286,966.9014084507057,873.0829420970301,155.3208137715181
TD01GL003287,6487.910798122121,6051.995305164427,884.4287949921743
TD01GL003288,7870.109546165979,7340.375586854617,1057.7856025039107
TD01GL003289,8896.830985915514,8262.793427230234,1193.6228482003112
TD01GL003290,7454.538341158141,6821.048513302161,1142.9186228482004
TD01GL003291,5123.513302034459,4741.744913928065,715.1799687010952
TD01GL003292,7642.136150234821,7107.785602504065,1078.0516431924866
TD01GL003293,6154.264475743393,5722.65258215972,861.9327073552408
TD01GL003294,6948.904538341218,6467.840375586982,997.3004694835673
TD01GL003295,4761.032863849783,4372.300469483603,747.4960876369329
TD01GL003296,4608.607198748059,4227.151799687037,734.1940532081369
TD01GL003297,7751.643192488376,7103.442879499351,1173.2785602503907
TD01GL003298,6142.52738654153,5664.984350547816,910.5633802816894
TD01GL003299,4328.169014084512,4000.860719874834,614.0453834115814
TD01GL003300,2178.0516431924843,2008.33333333333,319.2488262910799
TD01GL003301,7589.906103286489,6977.4647887325245,1072.7699530516416
TD01GL003302,5524.452269170611,5136.5805946792525,749.4131455399056
TD01GL003303,3185.7981220657257,2951.9170579029833,446.08763693270805
TD01GL003304,3689.475743348982,3441.588419405336,513.654147104852
TD01GL003305,2958.45070422535,2755.555555555562,437.98904538341236
TD01GL003306,6818.114241001634,6319.366197183209,990.4929577464777
TD01GL003307,6503.990610328716,5941.314553990709,984.3114241001556
TD01GL003308,4102.50391236307,3814.945226917077,579.6557120500786
TD01GL003309,5270.344287949948,4898.122065727758,723.4350547730833
TD01GL003310,9132.12050078246,8437.676056338227,1328.599374021911
TD01GL003311,5682.081377151833,5313.92801251964,811.9327073552421
TD01GL003312,5797.965571205037,5392.488262910877,810.8372456963995
TD01GL003313,2402.582159624408,2232.9420970266015,350.23474178403796
TD01GL003314,3087.0500782472604,2860.524256651026,475.9389671361507
TD01GL003315,1988.4976525821555,1831.0641627543005,304.3427230046951
TD01GL003316,8628.794992175332,7915.179968701266,1280.3599374021903
TD01GL0RAST91,625.2738654147115,571.8309859154956,97.73082942097042
TD01GL003317,10939.084507042078,10149.726134585551,1473.8262910798135
TD01GL003318,5938.419405320866,5508.294209702731,818.5837245696395
TD01GL003319,7284.741784037628,6740.375586854593,1057.3161189358357
TD01GL003320,11546.165884193806,10694.209702660679,1589.3974960876396
TD01GL003321,1925.782472613454,1788.5367762128299,261.07198748043857
TD01GL003322,9532.433489827827,8831.25978090788,1347.8873239436616
TD01GL003323,3162.4804381846634,2933.137715179978,419.0923317683887
TD01GL003324,2234.0375586854425,2070.10954616588,298.2003129890454
TD01GL003325,6510.758998435114,6031.103286385076,856.377151799686
TD01GL003326,2865.1017214397475,2662.9890453834164,379.7339593114247
TD01GL003327,1773.7089201877884,1645.2269170579013,258.5680751173711
TD01GL003328,6020.344287949981,5559.3114241002395,891.1189358372433
TD01GL003329,3320.9702660406856,3087.402190923329,461.3067292644767
TD01GL003330,15387.480438184059,14296.087636933129,2219.3661971831016
TD01GL003331,1289.7496087636941,1208.4507042253554,180.75117370892042
TD01GL003332,3528.9514866979653,3275.039123630688,486.8544600938974
TD01GL003333,9248.904538341141,8583.176838810848,1249.100156494521
