metacyc	kegg
CPD-20548	C14521
CPD-7411	C10101
CPD-4442	C16449
CPD-7406	C14150
CPD-17198	C20546
CPD-7676	C18448
CPD-16743	C20531
34-DIHYDROXYPHENYLACETALDEHYDE	C04043
CPD-74	C01109
CPD-15302	C20132
CPD-18912	C16485
CPD-10241	C12176
34-DICHLOROANILINE	C02791
CPD-19752	C16473
CPD-7388	C00985
34-DEHYDRO-14-THIOMORPHOLINE-3-CARBOXY	C04445
CPD-7384	C16368
3-SULFINYL-PYRUVATE	C05527
CPD-7383	C16297
CPD-16740	C20529
CPD-7323	C11903
CPD-10238	C14725
CPD-7302	C01942
CPD0-2105	C05263
CPD0-2106	C05267
CPD-17696	C10827
CPD-19545	C17413
CPD0-2123	C05265
CPD-7286	C15520
CPD-16736	C20525
CPD-7285	C15519
K-HEXANOYL-COA	C05269
3-P-HYDROXYPYRUVATE	C03232
CPD-7279	C13453
ACETOACETYL-COA	C00332
DEACETYLIPECOSIDE	C07307
CPD-16583	C17726
CPD-7274	C15569
CPD-19353	C15482
3-OXOPRISTANOYL-COA	C07297
CPD-7273	C15568
CPD-13136	C06854
CPD-16585	C17647
CPD-7272	C15566
CPD-16961	C20553
3-OXOPIMELOYL-COA	C06715
CPD-7270	C15666
DEACETYLISOIPECOSIDE	C07304
CPD-7268	C15561
3-OXOGLYCYRRHETINATE	C02943
CPD-9916	C16148
3-OXOADIPATE-ENOL-LACTONE	C03586
CPD-7262	C16259
CPD-10284	C05261
CPD-17202	C20551
CPD-7261	C16258
CPD-7252	C10098
CPD-7247	C15492
CPD-7244	C15599
3-OXOPALMITOYL-COA	C05259
CPD-7242	C15524
CPD-4443	C16441
CPD-7239	C13550
CPD-7233	C15512
CPD-16751	C20558
3-OXO-6-ACETAMIDOHEXANOATE	C03682
CPD-13972	C12425
CPD-7229	C15497
CPD-10260	C16216
CPD-8659	C08557
CPD-7228	C15486
CPD-10242	C14721
3-OXO-5-BETA-CHOLANATE	C03070
CPD-7227	C15485
2-HYDROXYPHYTANOYL-COA	C07343
LICODIONE	C01592
3-OH-BENZYL-ALCOHOL	C03351
DEACETYLCEPHALOSPORIN-C	C03112
3-O-L-ALANYL-1-O-PHOSPHATIDYLGLYCEROL	C04372
CPD-206	C02060
CPD-16741	C20530
CPD-7164	C11675
CPD-12843	C05349
CPD-7157	C03686
CPD-10239	C14724
3-METHYLXANTHINE	C16357
CPD-7142	C12647
LAUROYLCOA-CPD	C01832
CPD-7102	C11631
CPD-196	C01944
CPD-7100	C04236
CPD-16737	C20526
3-METHYLOXINDOLE	C02366
CPD-7099	C06685
3-METHYLENEOXINDOLE	C02796
CPD-10267	C05274
CPD1A0-6111	C12434
CPD-7074	C09806
HEXANOYL-COA	C05270
CPD-7071	C09756
CPD-10243	C12247
CPD-7066	C06029
PENTANOYLCOA-CPD	C00888
CPD-7059	C09793
PROPIONYL-COA	C00100
BUTYRYL-COA	C00136
CPD-17203	C20550
3-MERCAPTO-PYRUVATE	C00957
CPD-16891	C10141
CPD-7035	C05853
3-MERCAPTO-2-MERCAPTOMETHYLPROPANOATE	C04371
5-10-METHENYL-THF	C00445
CPD-7032	C07328
CPD-9322	C10292
3-KETO-L-GULONATE	C00618
CPD-7031	C07329
CPD-7030	C03467
3-INDOLYLGLYCOLALDEHYDE	C03230
CPD-7028	C16419
CPD-7027	C14536
CPD-650	C03561
CPD-14362	C13569
CPD-7024	C15474
3-HYDROXYQUININE	C07344
CPD-7023	C07205
CPD-14352	C12388
CPD-4441	C15545
CPD-14349	C12387
S-3-HYDROXYBUTANOYL-COA	C01144
3-HYDROXYPIMELYL-COA	C06714
CPD-13966	C12384
CPD0-2244	C05264
CPD-16742	C20535
OH-HEXANOYL-COA	C05268
CPD-10240	C14722
CPD0-2107	C05262
3-HYDROXYCYCLOHEXANONE	C03228
CPD-70	C04260
CPD-14347	C12385
CPD-6998	C14314
CPD-13955	C12389
CPD-17194	C20586
3-HYDROXYAMINOPHENOL	C14602
CPD-6997	C16233
CPD-16738	C20527
CPD-8785	C06099
CPD-6996	C16232
CPD-14355	C18711
3-HYDROXY-PROPIONATE	C01013
CPD-6993	C16404
CPD-14351	C18710
CPD-10237	C14727
CPD-4886	C00521
CPD-14348	C12386
CPD1A0-6112	C12435
3-HYDROXY-N-METHYL-S-COCLAURINE	C05202
CPD-13965	C12383
CPD-7424	C13431
CPD-6981	C01850
CPD-20647	C16291
CPD-16963	C20555
3-HYDROXY-ETCETERA-CARBOXYLATE	C04773
CPD1F-126	C05435
3-HYDROXY-CISCIS-MUCONATE	C03676
CPD-7422	C14146
CPD-6972	C03160
3-HYDROXY-ANTHRANILATE	C00632
CPD-6970	C18479
CPD-6968	C18585
CPD1F-129	C02094
3-HYDROXY-5917-TRIOXO-45910-DISECOA	C04844
CPD1F-115	C08586
CPD-7526	C15857
3-HYDROXY-4H-PYRID-4-ONE	C03927
CPD-6964	C10276
CPD-7414	C16276
CPD-6963	C10254
CPD-14646	C20484
CPD-6962	C15523
CPD1F-98	C05430
CPD1F-118	C05433
GLYCEROL-3P	C00093
3-HYDROXY-2-METHYL-3-PHYTYL-23-DIHYDRONA	C02785
CPD-19277	C07654
CPD-7535	C19764
SN-GLYCEROL-1-PHOSPHATE	C00623
CPD-6959	C10287
CPD-7419	C05434
3-HYDROXY-2-METHYL-1H-QUINOLIN-4-ONE	C11504
CPD-6956	C12085
CPD-17308	C15905
3-HYDROXY-1H-QUINOLIN-4-ONE	C11503
CPD-6955	C12087
CPD-14415	C19843
3-ENOLPYRUVYL-SHIKIMATE-5P	C01269
CPD-210	C02993
CPD-15909	C10641
3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P	C04691
CPD-6942	C13688
CPD-15913	C21331
CPD-11466	C15903
3-DEHYDRO-SHIKIMATE	C02637
CPD-69	C01417
CPD-15910	C21140
CPD-7733	C21330
3-DE-H-CARNITINE	C02636
CPD-6885	C10056
CPD-18733	C21141
CPD-7852	C15968
CPD-6884	C10086
3-CARBOXY-4-METHOXY-N-METHYL-2-PYRIDONE	C04447
CPD-6883	C10065
CPD-6882	C10094
CPD-18736	C21142
CPD-7849	C15967
3-CARBOXY-3-HYDROXY-ISOCAPROATE	C02504
CPD-6881	C06356
CPD-17302	C16279
CPD-688	C06503
BLASTICIDIN-S	C02010
3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE	C15484
CPD-687	C06399
CPD-682	C02462
3-BETA-D-GLUCOSYLGLUCOSE	C01518
CPD-681	C02271
CPD-12616	C15884
CPD-678	C01528
PUROMYCIN	C01610
3-B-D-GALACTOSYL-SN-GLYCEROL	C05401
CPD-673	C02703
CPD-7860	C15966
L-LEUCYL-L-LEUCINE	C11332
CPD-669	C01513
CPD-18768	C12111
CPD-7850	C08592
3-HEXAPRENYL-4-HYDROXY-5-METHOXYBENZOATE	C05313
CPD-668	C03600
CPD-17304	C16280
CPD-6646	C10415
CPD-18764	C12099
CPD-348	C00823
3-5-ADP	C00054
CPD-6644	C10542
CPD-6643	C10486
CPD-12617	C15885
3-34-DIHYDROXYPHENYLLACTATE	C01207
CPD-6642	C10498
CPD-202	C01794
CPD-6641	C12134
2H6OH2-4DIENOATE	C06210
CPD-495	C02405
CPD-661	C00804
CPD-11285	C11169
2CH2-3CH3-SUCC	C02295
CPD-7851	C08583
CPD-66	C03459
2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	C11453
CPD-659	C00826
CPD-657	C01566
26-DIOXO-6-PHENYLHEXANOATE	C03750
CPD-656	C02237
CPD-6543	C11343
CPD-6542	C11155
CPD-14647	C20692
CPD-65	C02660
CPD-10415	C15830
25S-5-BETA-SPIROSTAN-3-BETA-OL-3-O-BET	C08886
CPD-8668	C17055
CPD-6482	C10454
256-TRIHYDROXY-56-DIHYDROQUINOLINE	C06339
CPD-641	C01143
14-APO-BETA-CAROTENAL	C06734
CPD-7651	C05582
CPD-7206	C19728
25-DIDEHYDRO-D-GLUCONATE	C02780
CPD-11497	C05594
CPD-12100	C20779
CPD-640	C00975
VANILLYL_MANDELATE	C05584
25-DDOL	C06599
CPD-639	C02224
CPD-400	C01502
CPD-637	C02657
CPD-11875	C05589
24R-24-METHYLCYCLOARTA-825-DIEN-3-BET	C11513
CPD-636	C03233
CPD-7650	C05587
CPD-12600	C13856
CPD-635	C03223
CPD-8669	C17062
CPD-11877	C05588
24DINH2-PENTANOATE	C03943
CPD-631	C03354
CPD-12935	C19892
245-DNOL	C06598
CPD-6301	C02088
CPD-12964	C11967
CPD-21154	C19730
CPD-630	C02787
CPD-12963	C11983
CPD-1087	C05455
24-DICHLOROBENZOYL-COA	C06671
CPD-63	C01533
CPD-628	C01990
24-DICHLORO-25-DIHYDRO-5-OXOFURAN-2-AC	C04625
CPD-12759	C19752
CPD-621	C03217
CPD-620	C02488
CPD-13368	C20695
2346-TETRAHYDROXYBENZOPHENONE	C06355
CPD-62	C04030
CPD-8661	C19731
PRENAL	C07330
CPD-7204	C12287
23-EPOXY-23-DIHYDRO-2-METHYL-14-NAPHTHOQ	C05849
CPD-615	C02370
CPD-18813	C15518
CPD-613	C01273
23-DIMERCAPTOPROPAN-1-OL	C02924
CPD-6124	C15668
CPD-16462	C11612
CPD-381	C03196
L-2-HYDROXYPHYTANATE	C02982
23-DIHYDROGOSSYPETIN	C03052
HYDANTOIN	C05146
CPD-505	C04477
CPD-612	C02132
CPD-12938	C18680
CPD-3564	C05984
20S22S25S-2225-EPOXYFUROST-ETC-GLUCOSIDE	C04859
CPD-611	C03028
CPD-12952	C12390
R-2-HYDROXYGLUTARATE	C01087
3-ALPHA7-ALPHA12-ALPHA-TRIHYDROX	C01301
CPD-61	C03652
20S22S25S-2225-EPOXYFUROST	C04715
CPD-6082	C02229
GLYCERATE	C00258
CPD-506	C01272
CPD0-1074	C11033
20A-20B-DIHYDROXY-CHOLESTEROL	C05501
CPD-606	C00513
CPD-7077	C08279
CPD-178	C04520
CPD-9261	C06662
CPD-605	C01727
20-HYDROXY-3-OXOPREGN-4-EN-21-AL	C04108
CPD-12953	C12402
3-HYDROXYPHENYLACETATE	C05593
INOSITOL-1456-TETRAKISPHOSPHATE	C11555
CPD-1106	C03557
CPD-60	C06195
CPD-376	C01053
CPD-10534	C07880
CPD-597	C00436
CPD-5962	C05479
GLYCOLLATE	C00160
5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL	C05446
2-UNDECANONE	C01875
CPD-5961	C11825
CPD-16526	C05678
CPD-595	C03047
CPD-331	C02513
CPD-594	C03065
GAMMA-BUTYROBETAINE	C01181
CPD-593	C02294
CPD-12934	C12395
2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA	C04524
PPI	C00013
CPD-587	C03703
CPD-12948	C12401
CPD-586	C01842
BETAINE	C00719
P3I	C00536
CPD-5847	C04814
CPD-5845	C11509
57222428-ERGOSTATETRAENOL	C05440
CPD-584	C00977
PHOSPHO-ENOL-PYRUVATE	C00074
2-OXOPROPYL-COM	C11497
CPD-581	C03134
3-HEXAPRENYL-45-DIHYDROXYBENZOATE	C05200
L-PANTOATE	C00522
2-OXOALDEHYDE	C00538
L-PHOSPHINOTHRICIN	C05042
CPD-58	C04227
Pi	C00009
CPD-578	C01010
CPD-15500	C16509
CPD-577	C09823
GLUCONATE	C00257
CPD-610	C02466
3-HYDROHYDROXYPHOSPHORYLPYRUVATE	C06368
CPD-575	C09822
2-O-CAFFEOYLGLUCARATE	C03062
CPD-5742	C07536
CPD-13032	D00628
PHOSPHONATE	C06701
CPD-574	C01893
CARNITINE	C00318
2-METHYLPROPANAL-O-METHYLOXIME	C03982
CPD-573	C02290
CPD-27	C05339
CPD-5702	C16644
CPD-67	C00988
2-METHYLMALEATE	C02226
CPD-57	C03195
OROTATE	C00295
CPD-566	C02253
2-METHOXYETHANOL	D05554
CPD-565	C01215
GLUCOSAMINATE	C03752
LIPID-IV-A	C04919
CPD-51	C03910
CPD-562	C03548
CPD-11623	C19783
D-MANNONATE	C00514
2-MERCAPTOETHANOL	C00928
CPD-560	C03089
BETA-D-MANNOSYLPHOSPHODECAPRENOL	C04150
CPD-56	C00779
CPD-4081	C15776
CPD-558	C01063
2-KETO-3-DEOXY-D-GLUCARATE	C03921
CPD-5561	C07074
CORTISONE	C00762
2-KETO-3-DEOXY-6-P-GLUCONATE	C04442
CPD-5541	C06747
CYCLOARTENOL	C01902
CPD-554	C09813
CPD-55	C01838
2-HYDROXYPYRIDINE	C02502
CPD-1081	C03238
2-HYDROXYMETHYL-4-OXOBUTANOATE	C04106
CPD-547	C03761
CPD-8895	C15992
CPD-287	C05469
CPD-5461	C13708
2-HYDROXYMETHYL-3-ACETAMIDOMETHYLENE	C04690
CPD-546	C02170
CPD-15607	C16496
SIROHEME	C00748
CPD-545	C02704
CPD-13888	C21304
2-HYDROXYFORMONONETIN	C02920
CPD-5441	C13482
2-HYDROXYDAIDZEIN	C02495
CPD-7237	C17339
CPD-540	C03947
CPD-266	C03594
2-HYDROXYCYCLOHEXAN-1-ONE	C01147
CPD-54	C05239
CPD-15552	C15099
CPD-537	C09812
CPD-536	C02979
CPD-9002	C15988
CPD-12099	C20736
CPD-535	C00665
2-HYDROXY-CHOLESTEROL	C05500
CPD-533	C09811
CPD-15808	C18630
CPD-517	C02822
CPD-15460	C20777
CPD-529	C01138
CPD-15721	C12423
CPD-526	C03387
CPD-15802	C12419
CPD-802	C03049
HOPAN-22-OL	C06309
2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP	C15651
CPD-521	C03716
COPROPORPHYRIN_III	C05770
CPD-52	C02123
CPD-15729	C12422
2-HEXAPRENYL-6-METHOXYPHENOL	C05802
UROPORPHYRINOGEN-III	C01051
CPD-518	C02744
CPD-15806	C12415
CPD-4101	C11522
CPD-512	C03731
CPD-15739	C12427
CPD-11444	C05766
CPD-511	C00831
CPD-510	C05385
CPD-16637	C12381
2-FUROATE	C01546
PROTOPORPHYRINOGEN	C01079
CORTOL	C05482
2-ETHYLHEXYL-PHTHALATE	C03343
CPD-501	C04037
CPD-15720	C12424
COPROPORPHYRINOGEN_I	C05768
CPD-5001	C11876
CPD-345	C01292
UROPORPHYRIN_III	C02469
CPD-499	C01107
PROTOPORPHYRIN_IX	C02191
CPD-497	C02067
2-DEOXY-D-GLUCOSE-6-PHOSPHATE	C06369
CPD-19911	C11299
CPD-11283	C19304
CPD-492	C02726
2-OXO-5-METHYLTHIOPENTANOIC-ACID	C17211
CPD-1082	C03091
2-DEHYDROPANTOYL-LACTONE	C01125
CPD-491	C03115
CPD-8896	C05425
CPD-4895	C14783
CPD-479	C01180
CPD-293	C03681
CPD-488	C02985
CPD-487	C03851
2-DEHYDRO-3-DEOXY-D-FUCONATE	C06159
CPD-15104	C14463
CPD-486	C03293
2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	C04411
CPD-485	C03709
D-4-HYDROXY-2-KETO-GLUTARATE	C05946
CPD-484	C03462
OXALATE	C00209
CPD-272	C03747
2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE	C04522
CPD-476	C01252
ACTINOMYCIN-D	C06770
CPD-473	C02800
2-CHLOROETHANOL	C06753
CPD-469	C01250
N-FORMIMINO-L-GLUTAMATE	C00439
CPD-696	C08830
N-FORMYLMETHIONINE	C03145
CPD-19068	C21305
2-CH2-GLUTARATE	C02930
CPD-464	C03427
CPD-15505	C16498
CPD-460	C04290
CPD-46	C04079
CHORISMATE	C00251
CPD-655	C03961
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE	C04234
CPD-417	C02821
CPD-459	C05158
CPD0-2184	C12624
2-CARBOXY-D-ARABINITOL	C03215
CPD-627	C01011
CPD-4588	C03944
CPD-14226	C16741
2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE	C11434
CPD-4587	C20445
L-ERYTHRO-4-HYDROXY-GLUTAMATE	C05947
CPD-10656	C04112
CPD-4586	C20444
CORTOLONE	C05481
2-BUTYNE-14-DIOL	C02497
CPD-10865	C07096
CPD-351	C02537
CPD-457	C04415
2-BETA-D-GLUCOSYL-SN-GLYCEROL-3-PHOSPH	C10517
CPD-456	C04641
CPD-455	C03996
CPD-11753	C19688
CPD-1085	C04661
CPD-16962	C20554
14-DICHLOROBENZENE	C07092
11-DEOXY-CORTISOL	C05488
2-ARYLPROPIONATE	C06389
O-DICHLOROBENZENE	C14328
CPD-8897	C05418
CPD-4541	C07108
CPD-323	C00599
2-ARYL-2-METHYLMALONATE	C06388
CPD-454	C03848
CPD-12775	C21109
CPD-453	C03993
2-AMINOMUCONATE_SEMIALDEHYDE	C03824
CPD-18522	C21419
CPD-4523	C07228
CPD-15467	C12456
CPD-18523	C21422
2-KETO-3-METHYL-VALERATE	C00671
CPD-1077	C03935
2-AMINO-MUCONATE	C02220
CPD-10895	C07101
PHYTANATE	C01607
CPD-286	C03588
2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA	C05165
2-OXYPHYTANATE	C02117
CPD-13887	C20143
CPD-4503	D00351
CPD-4501	D00416
CPD-10549	C15643
2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE	C07335
MORPHINE	C01516
CPD-45	C02080
CPD-706	C15781
CPD-449	C04703
CPD-19069	C21303
2-AMINO-3-KETOADIPATE	C05520
2-OXOHEXANOATE	C00902
CPD-15506	C16497
2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI	C04409
CPD-4461	C10387
CPD-10866	C14219
CPD-579	C03623
CPD-446	C03003
CPD-176	C03832
CPD-444	C04188
CPD-443	C03312
CPD-11754	C19698
2-KETOGLUTARATE	C00026
CPD-4404	C15509
CPD-4403	C15510
24-DICHLOROPHENOL	C02625
CPD-337	C16589
4-FLUOROBENZOATE	C02371
CPD-4402	C04271
PENTACHLOROPHENOL	C02575
CPD-438	C01745
2-5-DIHYDROXYPYRIDINE	C01059
CPD-435	C01857
2-KETO-6-AMINO-CAPROATE	C03239
DEOXYCHOLYL-COA	C15560
CPD-434	C02560
S-4-BROMOPHENYL-MERCAPTOPYRUVATE	C04264
2-3-DIHYDRODIPICOLINATE	C03340
CPD-4302	C02922
CPD-430	C03712
CPD-231	C04181
18-HYDROXYCORTICOSTERONE	C01124
CPD-429	C02681
CPD-428	C03240
CPD-10896	C07100
5-AMINO-2-OXOPENTANOATE	C01110
CPD-4243	C09239
34-DIHYDROXYPHENYLPYRUVATE	C04045
3-BETA-HYDROXYANDROST-5-EN-17-ONE	C01227
CPD-4241	C11810
2-DEHYDRO-3-DEOXY-D-GALACTONATE	C01216
17-O-DEACETYLVINDOLINE	C01091
CPD-423	C03141
PHENYL-PYRUVATE	C00166
CPD-4223	C16231
CPD-88	C06035
17-O-ACETYLNORAJMALINE	C11809
CPD-4222	C10538
CPD-422	C03147
CPD-10609	C12837
GLYOX	C00048
CPD-4211	C00235
CPD-804	C05601
CPD-421	C03296
CPD-16760	C11007
17-ALPHA20-ALPHA-DIHYDROXYPREGN-4-EN-3-	C04518
CPD-4208	C16431
CPD-142	C03590
CPD-4206	C16430
CPD-10868	C14270
2-OXOSTEARATE	C00869
CPD-4205	C04713
KDO2-LIPID-IVA	C06025
CPD-4204	C16429
CPD-654	C00433
16-METHOXY-23-DIHYDRO-3-HYDROXYTABERSON	C04578
KDO2-LIPID-A	C06026
CPD-4203	C16426
KDO2-LAUROYL-LIPID-IVA	C06251
CPD-4202	C16428
16-HYDROXYTABERSONINE	C11643
KDO-LIPID-IVA	C06024
CPD-4201	C16424
CPD-11755	C19699
16-EPIVELLOSIMINE	C11633
CPD-3618	C06255
CPD-416	C02572
25-DICHLOROPHENOL	C06602
16-BETA-HYDROXYSTEROID	C03050
CPD-413	C03156
TRICHLOROPHENOL	C07098
CPD-4123	C16224
2-KETO-GLUTARAMATE	C00940
16-ALPHA-HYDROXYSTEROID	C01090
CPD-4122	C16223
S-ADENOSYL-4-METHYLTHIO-2-OXOBUTANOATE	C04425
CPD-412	C02947
16-ALPHA-HYDROXYPROGESTERONE	C03748
CPD-411	C03002
CPD-246	C03453
CPD-15445	C08946
16-17-DIDEHYDROPROGESTERONE	C03207
CPD-406	C01210
CPD-10060	C19084
CPD-403	C03986
3OH-4P-OH-ALPHA-KETOBUTYRATE	C06054
2-DEHYDRO-3-DEOXY-D-GLUCONATE	C00204
CPD-10059	C19079
PHENYLGLYOXYLATE	C02137
CPD-4022	C18774
CPD-9164	C07479
CPD-399	C03495
CPD-16775	C18428
15-ANHYDRO-D-GLUCITOL	C07326
CPD-398	C03914
2K-ADIPATE	C00322
CPD-396	C02918
CPD-10870	C02124
OXOPENTENOATE	C00596
15-ANHYDRO-D-FRUCTOSE	C06485
CPD-395	C01403
CPD-10836	C18300
CPD-824	C03771
CPD-12701	C02615
CPD-3944	C10516
CPD-10603	C19397
13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1	C04654
CPD-393	C02724
CPD-12702	C00561
CPD-3921	C04277
2-OXOSUCCINAMATE	C02362
13-HYDROXYLUPININE	C02621
CPD-391	C02442
CPDN-385	C06203
CPD-386	C04584
CPD-785	C04052
13-DIHYDROXY-N-METHYLACRIDONE	C12093
CPD-385	C02351
CPD-5923	C19766
CPD-384	C05731
CPD-13059	C15673
124-TCB	C06594
CPD-383	C06051
2-OXOBUTANOATE	C00109
CPD-15568	C05273
CPD-382	C00273
1235-TETRAHYDROXYBENZENE	c03743
CPD-379	C01093
CPD-377	C06473
CPD-10262	C16218
CPD-8223	D03789
12-PROPANEDIOL-1-PHOSPHATE	C03894
CPD-375	C00971
CPD-8224	D06220
CPD0-2117	C05272
2-KETO-ISOVALERATE	C00141
12-HYDROXYDIHYDROCHELIRUBINE	C05193
CPD-12281	G13060
CPD-3741	C14415
12-DIHYDROXY-6-METHYLCYCLOHEXA-35-DIEN	C06731
CPD-373	C01685
12-DIHYDROVOMILENINE	C11808
2-KETO-6-ACETAMIDOCAPROATE	C05548
CPD-16782	C12227
12-DIHYDROSANTONIN	C02771
FUM	C00122
CPD-14833	C20297
CPD-3629	C16226
4-HYDROXY-2-KETOVALERATE	C03589
12-DIDECANOYLGLYCEROL	C03199
SUC	C00042
CPD-3628	C10522
CPD-12221	C18447
P-HYDROXY-PHENYLPYRUVATE	C01179
12-DICHLOROETHANE	C06752
MALEATE	C01384
CPD-3623	C08277
ENOL-OXALOACETATE	C03981
CPD-3622	C10520
12-DEHYDROTETRACYCLINE	C03206
CPD-12287	C13645
OXALACETIC_ACID	C00036
12-DEHYDRORETICULINIUM	C06167
CTAB	C11275
CPD-360	C02266
12-DIBROMOETHANE	C11088
12-D-GLUCOSYL-5-D-GALACTOSYLOXY-L-LYS	C04759
CPD-359	C16594
CPD-419	C02990
CPD-9846	C06527
12-BIS4-HYDROXY-3-METHOXYPHENYLETHYLE	C04547
4-OH-4-ACETYL-2-OXOGLUTARATE	C04115
CPD-3566	C11624
4-OXALOMESACONATE	C04434
12-BIS34-DIMETHOXYPHENYLPROPANE-13-	C04597
CPD-3563	C11625
CPD-186	C05364
CPD-7104	C07351
CPD-3521	C10521
12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE	C04275
3-METHYL-1-246-TRIHYDROXYPHENYLBUTAN	C07350
CPD-3502	C16190
ERYTHRULOSE	C02045
CPD-19784	C10709
CPD-350	C02104
D-LACTATE	C00256
12-BETA-D-GLUCURONOSYL-D-GLUCURONATE	C04354
CPD-7170	C10784
CPD-35	C02946
L-LACTATE	C00186
CPD-7174	C08998
CPD-349	C16593
CPD-618	C04593
1122-TETRACHLOROETHANE	C19534
CPD-336	C16600
CPD-285	C16597
112-TRICHLOROETHANE	C19536
CPD-185	C04451
CPD-7172	C06972
CPD-3481	C06860
CPD-12849	C04324
CPD-7173	C07578
CPD-347	C02457
1112-TETRACHLOROETHANE	C14705
CPD-343	C04349
CPD-3425	C16191
111-TRICHLOROETHANE	C18246
CPD-3422	C16192
CPD-341	C00955
11-O-DEMETHYL-17-O-DEACETYLVINDOLINE	C04318
CPD-34	C02549
CPD-7972	C08582
CPD-339	C01218
CPD-12930	C08607
11-DEOXYCORTICOSTERONE	C03205
CPD-338	C16590
CPD-8662	C08588
CPD-3361	C15531
11-DCE	C14039
CPD-3344	C02193
CPD-11775	C16724
L-EPINEPHRINE	C00788
CPD-7971	C08608
10-OXODECANOATE	C02217
CPD-333	C02360
CPD-5661	C08590
CPD-9954	C02765
CPD-33	C01720
DIHYDROXYPHENYLGLYCOLALDEHYDE	C05577
CPD1F-133	C08614
10-HYDROXYDIHYDROSANGUINARINE	C05247
CPD-329	C03289
CPD-111	C02923
CPD-20693	C19920
CPD-3221	C09882
BIPHENYL-23-DIOL	C02526
CPD1F-119	C08601
10-DESACETYLTAXUYUNNANIN-C	C15538
35-DICHLOROCATECHOL	C02933
10-DEOXYSARPAGINE	C11635
CPD-1103	C01855
CPD-8925	C06511
10-DEACETYLBACCATIN-III	C11700
NOREPINEPHRINE	C00547
CPD-10613	C16472
CPD-7196	C13433
10-DEACETYL-2-DEBENZOYLBACCATIN-III	C11899
DOPAMINE	C03758
CPD1F-135	C08606
CPD-11878	C05576
10-BETA-HYDROXYTAXA-42011-DIEN-5-ALPH	C11898
CATECHOL	C00090
CPD1F-130	C06098
CPD-9151	C05618
CPD-20679	C08596
1-SINAPOYL-D-GLUCOSE	C02919
36-DICHLOROCATECHOL	C07094
1-RADYL-2-ACETYL-SN-GLYCERO-3-PHOSPHOLIP	C05218
CPD-3161	C12631
CPD-782	C01161
CPD-313	C00986
CPD-10854	C18302
CPD-15032	C16282
1-O-ALKYL-2-ACETYL-SN-GLYCEROL	C03820
CPD-303	C00571
3-ETHYLCATECHOL	C06728
CPD-7409	C08591
CPD-14589	C08342
CPD-30	C05936
CPD-13714	C19894
7-CYANO-7-DEAZAGUANINE	C15996
1-KETO-2-METHYLVALERATE	C06007
CPD-296	C02147
CPD1F-4	C14044
CPD-14817	C09421
CPD-294	C02222
CPD-10616	C03591
1-INDANOL	C01710
CPD-292	C06123
CPD-11879	C05580
CPD1F-131	C08579
CPD-553	C00844
CPD-29	C03444
CIS-12-DIHYDRO-3-ETHYLCATECHOL	C06727
CPD-20680	C19921
1-HYDROXYALKYL-SN-GLYCEROL	C03658
CPD-289	C04221
CPD-9152	C02375
R-VICIANIN	C01870
CPD-12364	C07541
CPD-288	C04091
1-HYDROXY-2-BETA-D-GLUCOSYLOXY-910-AN	C04719
4-METHYLCATECHOL	C06730
CPD-7416	C08599
CPD-1125	C08325
CAPSAICIN	C06866
CPD-283	C04226
CPD-15033	C16284
HCN	C01326
1-DEOXY-D-ALTRO-HEPTULOSE-7-PHOSPHATE	C04359
CPD-282	C02395
CPD-15487	C01913
CPD-14386	C20331
CPD-10277	C08334
CPD-280	C03273
3-2-CARBOXYPHENYLCATECHOL	C16263
CPD-19434	C21405
CPD-8968	C18397
CPD-9789	C16708
CPD-10622	C12831
CPD1F-114	C05432
CPD-14594	C08333
CPD-19435	C21406
CPD-278	C01951
ACRYLONITRILE	C01998
CPD-208	C04348
CPD-277	C02514
SEROTONIN	C00780
CPD-20625	C15908
1-AMINO-PROPAN-2-ONE-3-PHOSPHATE	C11638
CPD-568	C00612
CPD-8915	C08304
CPD-2748	C11360
CPD-13149	C19797
1-AMINO-PROPAN-2-OL	C05771
CPD-569	C02714
CPD-11468	C15900
CPD-603	C02512
CPD-8653	C08539
CPD-7524	C19759
1-ALKYL-2-ARACHIDONYL-SN-GLYCERO-3-PETH	C05210
N1-ACETYLSPERMINE	C02567
RICININE	C01526
CPD-3462	C01029
1-ALKYL-2-ARACHIDONYL-SN-GLYCERO-3-PCHOL	C05208
CPD-274	C01249
CPD-271	C03027
CADAVERINE	C01672
INDOLEYL-CPD	C02938
CPD-26	C06019
SPERMIDINE	C00315
